Region,X coordinate,Y coordinate,Radius
Ma'tan al-Sarra_Red Sea,33.6686016,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.6880231,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.7074446,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.726866,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.7462875,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.765709,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.7851304,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.8045519,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.8239734,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.8433948,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.8628163,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.8822378,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.9016593,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.9210807,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.9405022,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.9599237,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.9793451,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.9987666,21.9152312,1
Ma'tan al-Sarra_Red Sea,34.0181881,21.9152312,1
Ma'tan al-Sarra_Red Sea,34.0376096,21.9152312,1
Ma'tan al-Sarra_Red Sea,34.057031,21.9152312,1
Ma'tan al-Sarra_Red Sea,34.0764525,21.9152312,1
Ma'tan al-Sarra_Red Sea,34.095874,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.3578716,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.3772955,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.3967195,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.4161434,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.4355673,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.4549913,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.4744152,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.4938391,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.513263,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.532687,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.5521109,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.5715348,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.5909588,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.6103827,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.6298066,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.6492305,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.6686545,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.6880784,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.7075023,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.7269263,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.7463502,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.7657741,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.785198,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.804622,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.8240459,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.8434698,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.8628938,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.8823177,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.9017416,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.9211655,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.9405895,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.9600134,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.9794373,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.9988613,21.9332492,1
Ma'tan al-Sarra_Red Sea,34.0182852,21.9332492,1
Ma'tan al-Sarra_Red Sea,34.0377091,21.9332492,1
Ma'tan al-Sarra_Red Sea,34.057133,21.9332492,1
Ma'tan al-Sarra_Red Sea,34.076557,21.9332492,1
Ma'tan al-Sarra_Red Sea,34.0959809,21.9332492,1
Ma'tan al-Sarra_Red Sea,33.3384588,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.3578851,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.3773115,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.3967379,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.4161643,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.4355907,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.4550171,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.4744435,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.4938699,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.5132963,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.5327227,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.552149,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.5715754,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.5910018,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.6104282,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.6298546,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.649281,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.6687074,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.6881338,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.7075602,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.7269865,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.7464129,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.7658393,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.7852657,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.8046921,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.8241185,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.8435449,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.8629713,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.8823977,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.9018241,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.9212504,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.9406768,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.9601032,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.9795296,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.998956,21.9512672,1
Ma'tan al-Sarra_Red Sea,34.0183824,21.9512672,1
Ma'tan al-Sarra_Red Sea,34.0378088,21.9512672,1
Ma'tan al-Sarra_Red Sea,34.0572352,21.9512672,1
Ma'tan al-Sarra_Red Sea,34.0766616,21.9512672,1
Ma'tan al-Sarra_Red Sea,34.096088,21.9512672,1
Ma'tan al-Sarra_Red Sea,34.1155143,21.9512672,1
Ma'tan al-Sarra_Red Sea,33.319041,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.3384698,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.3578987,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.3773275,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.3967564,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.4161853,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.4356141,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.455043,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.4744718,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.4939007,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.5133295,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.5327584,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.5521872,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.5716161,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.5910449,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.6104738,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.6299026,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.6493315,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.6687603,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.6881892,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.707618,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.7270469,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.7464758,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.7659046,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.7853335,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.8047623,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.8241912,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.84362,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.8630489,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.8824777,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.9019066,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.9213354,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.9407643,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.9601931,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.979622,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.9990508,21.9692852,1
Ma'tan al-Sarra_Red Sea,34.0184797,21.9692852,1
Ma'tan al-Sarra_Red Sea,34.0379086,21.9692852,1
Ma'tan al-Sarra_Red Sea,34.0573374,21.9692852,1
Ma'tan al-Sarra_Red Sea,34.0767663,21.9692852,1
Ma'tan al-Sarra_Red Sea,34.0961951,21.9692852,1
Ma'tan al-Sarra_Red Sea,34.115624,21.9692852,1
Ma'tan al-Sarra_Red Sea,33.2996183,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.3190496,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.3384809,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.3579123,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.3773436,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.3967749,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.4162062,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.4356375,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.4550689,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.4745002,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.4939315,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.5133628,21.9873032,1
Ma'tan al-Sarra_Red Sea,33.5327941,21.9873032,1
